"Ilgavaisis agurkas, 220 g";"Darþovës ir vaisiai";Darþovës;"Agurkai ir pomidorai";220;g;0,89;4,05;0
"Karðtai rûkyta SAMSONO SKILANDINË deðra, a. r., 500 g";"Mësa, þuvis ir kulinarija";"Mësos ir paukðtienos gaminiai";"Karðtai rûkytos deðros";500;g;5,49;10,98;0
"Karðtai rûkytas servelatas LIETUVOS STANDARTAS, a. r., 200 g";"Mësa, þuvis ir kulinarija";"Mësos ir paukðtienos gaminiai";"Karðtai rûkytos deðros";200;g;1;5;1,98
"Karðtai rûkyta deðra GIMINIØ servelatas, pjauta, a. r., 300 g";"Mësa, þuvis ir kulinarija";"Mësos ir paukðtienos gaminiai";"Karðtai rûkytos deðros";300;g;0;0;0
"Karðtai rûkytas KREKENAVOS servelatas, a. r., 280 g";"Mësa, þuvis ir kulinarija";"Mësos ir paukðtienos gaminiai";"Karðtai rûkytos deðros";280;g;1,39;4,96;0
"Virtas rûkytas Klaipëdos ekstra servelatas, a.r., 350 g";"Mësa, þuvis ir kulinarija";"Mësos ir paukðtienos gaminiai";"Karðtai rûkytos deðros";350;g;2,99;8,54;0
"Karðtai rûkytas EKSTRA saliamis, a.r., 450 g";"Mësa, þuvis ir kulinarija";"Mësos ir paukðtienos gaminiai";"Karðtai rûkytos deðros";450;g;3,79;8,42;0
"Karðtai rûkyta SAMSONO kumpinë deðra, a. r., 300 g";"Mësa, þuvis ir kulinarija";"Mësos ir paukðtienos gaminiai";"Karðtai rûkytos deðros";300;g;3,39;11,3;0
"Karðtai rûkytas BAJORØ saliamis (vakuumuotas, a.r.), 400 g";"Mësa, þuvis ir kulinarija";"Mësos ir paukðtienos gaminiai";"Karðtai rûkytos deðros";400;g;2,99;7,48;0
"Karðtai rûkytas SAMSONO saliamis, a. r., 350 g";"Mësa, þuvis ir kulinarija";"Mësos ir paukðtienos gaminiai";"Karðtai rûkytos deðros";350;g;3,39;9,69;0
"Karðtai rûkytas NEMATEKO keptas saliamis, a. r., 500 g";"Mësa, þuvis ir kulinarija";"Mësos ir paukðtienos gaminiai";"Karðtai rûkytos deðros";500;g;4,99;9,98;0
"Aug. kilm. saliamio skonio pjaust. deðra su paprik. WELLWELL, 90 g";"Mësa, þuvis ir kulinarija";"Mësos ir paukðtienos gaminiai";"Karðtai rûkytos deðros";90;g;1,89;21;0
"Karðtai rûkytas saliamis CHOP&EAT, a. r., 200 g";"Mësa, þuvis ir kulinarija";"Mësos ir paukðtienos gaminiai";"Karðtai rûkytos deðros";200;g;1,59;7,95;0
"Karðtai rûkytos deðrelës LIETUVOS STANDARTAS, a. r., 250 g";"Mësa, þuvis ir kulinarija";"Mësos ir paukðtienos gaminiai";"Karðtai rûkytos deðros";250;g;2,49;9,96;0
"Ðaltai rûkytas saliamis su dþiovintø pomidorø apvalkalu, 250 g";"Mësa, þuvis ir kulinarija";"Mësos ir paukðtienos gaminiai";"Ðaltai rûkytos deðros";250;g;3,59;14,36;0
"Karðtai rûkyta Vavelio deðra ZIMBO, II r., 550 g";"Mësa, þuvis ir kulinarija";"Mësos ir paukðtienos gaminiai";"Karðtai rûkytos deðros";550;g;0;0;0
"Ðaltai rûkyta SAMSONO deðra, a. r., 200 g";"Mësa, þuvis ir kulinarija";"Mësos ir paukðtienos gaminiai";"Ðaltai rûkytos deðros";200;g;3,49;17,45;0
"Ðaltai rûkytas KAZIUKO skilandukas, a.r., 90 g";"Mësa, þuvis ir kulinarija";"Mësos ir paukðtienos gaminiai";"Ðaltai rûkytos deðros";90;g;1,59;17,67;0
"Ðaltai rûkytas ROKIÐKIO skilandukas, a.r., 300 g";"Mësa, þuvis ir kulinarija";"Mësos ir paukðtienos gaminiai";"Ðaltai rûkytos deðros";300;g;3,59;11,97;0
"Ðaltai rûkytas pjaustytas èesnakinis saliamis, II r., 110 g";"Mësa, þuvis ir kulinarija";"Mësos ir paukðtienos gaminiai";"Ðaltai rûkytos deðros";110;g;0,98;8,91;0
"Ðaltai rûkytas saliamis su ávairiaspalviø pipirø apvalkalu,, 250 g";"Mësa, þuvis ir kulinarija";"Mësos ir paukðtienos gaminiai";"Ðaltai rûkytos deðros";250;g;3,59;14,36;0
"Ðaltai rûkyta SKILANDINË deðra, a. r., 330 g";"Mësa, þuvis ir kulinarija";"Mësos ir paukðtienos gaminiai";"Ðaltai rûkytos deðros";330;g;0;0;0
"Ðaltai rûkyta ÞEMAITUKËS deðra, I r., 150 g";"Mësa, þuvis ir kulinarija";"Mësos ir paukðtienos gaminiai";"Ðaltai rûkytos deðros";150;g;2,06;13,73;0
"Ðaltai rûkyta ÞENTO deðra, a.r., 1 kg";"Mësa, þuvis ir kulinarija";"Mësos ir paukðtienos gaminiai";"Ðaltai rûkytos deðros";1;kg;15,99;15,99;0
"Ðaltai rûkyta SKILANDINË deðra, a.r., 1 kg";"Mësa, þuvis ir kulinarija";"Mësos ir paukðtienos gaminiai";"Ðaltai rûkytos deðros";1;kg;13,99;13,99;0
"Ðaltai rûkyta GIMINIØ deðra, I r., 200 g";"Mësa, þuvis ir kulinarija";"Mësos ir paukðtienos gaminiai";"Ðaltai rûkytos deðros";200;g;2,49;12,45;0
"Ðaltai rûkyta pjaustyta PIRKLIØ deðra, a. r., 110 g";"Mësa, þuvis ir kulinarija";"Mësos ir paukðtienos gaminiai";"Ðaltai rûkytos deðros";110;g;2,29;20,82;0
"Ðaltai rûkyta ROKIÐKIO MËSINËS jautienos deðra, a. r., 200 g";"Mësa, þuvis ir kulinarija";"Mësos ir paukðtienos gaminiai";"Ðaltai rûkytos deðros";200;g;2,46;12,3;0
"Ðaltai rûkyta NAMINË deðra, II r., 230 g";"Mësa, þuvis ir kulinarija";"Mësos ir paukðtienos gaminiai";"Ðaltai rûkytos deðros";230;g;2,24;9,74;0
"Ðaltai rûkyta KREKENAVOS skilandinë deðra, a. r., 350 g";"Mësa, þuvis ir kulinarija";"Mësos ir paukðtienos gaminiai";"Ðaltai rûkytos deðros";350;g;3,99;11,4;0
"Ðaltai rûkyta GASPADORIAUS skilandinë deðra, a.r., 350 g";"Mësa, þuvis ir kulinarija";"Mësos ir paukðtienos gaminiai";"Ðaltai rûkytos deðros";350;g;3,89;11,11;0
"Ðaltai rûkytas KLASIKINIS saliamis, a. r., 200 g";"Mësa, þuvis ir kulinarija";"Mësos ir paukðtienos gaminiai";"Ðaltai rûkytos deðros";200;g;2,87;14,35;0
"Vytinta jautienos BERNØ deðra, a. r., 200 g";"Mësa, þuvis ir kulinarija";"Mësos ir paukðtienos gaminiai";"Vytintos deðros";200;g;4,69;23,45;0
"Ðaltai rûkytas ÈESNAKINIS saliamis, II r., 230 g";"Mësa, þuvis ir kulinarija";"Mësos ir paukðtienos gaminiai";"Ðaltai rûkytos deðros";230;g;2,24;9,74;0
"Ð.r. KREKENAVOS skilandinë deðra grieþinëliais, a.r., 105 g";"Mësa, þuvis ir kulinarija";"Mësos ir paukðtienos gaminiai";"Ðaltai rûkytos deðros";105;g;1,79;17,05;0
"Vytinta JOTVINGIØ deðra, a. r., 200 g";"Mësa, þuvis ir kulinarija";"Mësos ir paukðtienos gaminiai";"Vytintos deðros";200;g;3,99;19,95;0
"Vytinta BALTIJOS deðra, a. r., 200 g";"Mësa, þuvis ir kulinarija";"Mësos ir paukðtienos gaminiai";"Vytintos deðros";200;g;5,1;25,5;0
"Ðaltai rûkyta BAJORØ deðra, a. r., 230 g";"Mësa, þuvis ir kulinarija";"Mësos ir paukðtienos gaminiai";"Ðaltai rûkytos deðros";230;g;3,49;15,17;0
"Vytinta Klaipëdos EKSTRA deðra, a. r., 200 g";"Mësa, þuvis ir kulinarija";"Mësos ir paukðtienos gaminiai";"Vytintos deðros";200;g;0;0;0
"Ðaltai rûkytas saliamis su romo aromatu Aukðèiausia rûðis, 260 g";;;;260;g;3,29;12,65;0
"Ðaltai rûkyta skilandinë KAZIMIEROS deðra Aukðèiausia rûðis, 500 g";;;;500;g;4,99;9,98;0
"Vytinta GASPADORIAUS deðra,a.r., 200 g";"Mësa, þuvis ir kulinarija";"Mësos ir paukðtienos gaminiai";"Vytintos deðros";200;g;1,45;7,25;0
"Vytinta KLEBONIÐKA kumpio deðra, a. r., 200 g";"Mësa, þuvis ir kulinarija";"Mësos ir paukðtienos gaminiai";"Vytintos deðros";200;g;3,99;19,95;0
"Vytinta pjaustyta BERNØ deðra, a. r., 90 g";"Mësa, þuvis ir kulinarija";"Mësos ir paukðtienos gaminiai";"Vytintos deðros";90;g;2,29;25,44;0
"Vytinta JUBILIEJAUS deðra, a.r., 200 g";"Mësa, þuvis ir kulinarija";"Mësos ir paukðtienos gaminiai";"Vytintos deðros";200;g;4,09;20,45;0
"Vytinta GINTARINË deðra, a. r., 200 g";"Mësa, þuvis ir kulinarija";"Mësos ir paukðtienos gaminiai";"Vytintos deðros";200;g;6,99;34,95;0
"Vytinta ÞEMAITIÐKA deðra, a. r., 200 g";"Mësa, þuvis ir kulinarija";"Mësos ir paukðtienos gaminiai";"Vytintos deðros";200;g;3,59;17,95;0
"Vytinta BERNØ deðra, a. r., 200 g";"Mësa, þuvis ir kulinarija";"Mësos ir paukðtienos gaminiai";"Vytintos deðros";200;g;4,59;22,95;0
"Vytintas saliamis NAPOLI Pirma rûðis, 80 g";"Mësa, þuvis ir kulinarija";"Mësos ir paukðtienos gaminiai";"Vytintos deðros";80;g;2,49;31,13;0
"Vytintas aðtrus saliamis PICCANTE Pirma rûðis, 80 g";"Mësa, þuvis ir kulinarija";"Mësos ir paukðtienos gaminiai";"Vytintos deðros";80;g;2,49;31,13;0
"Vytinta jautienos kumpinë deðra, a. r., 200 g";"Mësa, þuvis ir kulinarija";"Mësos ir paukðtienos gaminiai";"Vytintos deðros";200;g;7,99;39,95;0
"Vytinta BERNØ deðra su baravykais, a. r., 200 g";"Mësa, þuvis ir kulinarija";"Mësos ir paukðtienos gaminiai";"Vytintos deðros";200;g;4,39;21,95;0
"Vytinta KREKENAVOS kiaulienos kapotinë deðra, a. r., 200 g";"Mësa, þuvis ir kulinarija";"Mësos ir paukðtienos gaminiai";"Vytintos deðros";200;g;3,35;16,75;0
"Vytinta deðra FUET AROSO, a.r., 160 g";"Mësa, þuvis ir kulinarija";"Mësos ir paukðtienos gaminiai";"Vytintos deðros";160;g;1,43;8,94;0
"Vytinta deðra ELPOZO IBERICO FUETEC, aukðèiausia rûðis, 150 g";"Mësa, þuvis ir kulinarija";"Mësos ir paukðtienos gaminiai";"Vytintos deðros";150;g;2,99;19,93;0
"Vytinta KLEBONIÐKA kumpinë skilandinë deðra, a.r., 90 g";"Mësa, þuvis ir kulinarija";"Mësos ir paukðtienos gaminiai";"Vytintos deðros";90;g;2,09;23,22;0
"Vytinta deðra FUET CASERO su pelësiu, I r., 170 g";"Mësa, þuvis ir kulinarija";"Mësos ir paukðtienos gaminiai";"Vytintos deðros";170;g;2,49;14,65;0
"Vytinta deðra KAI NORISI MËSOS, a.r., 200 g";"Mësa, þuvis ir kulinarija";"Mësos ir paukðtienos gaminiai";"Vytintos deðros";200;g;4,39;21,95;0
"Vytinta SAMSONO SALIAMIO deðra, a.r., 200 g";"Mësa, þuvis ir kulinarija";"Mësos ir paukðtienos gaminiai";"Vytintos deðros";200;g;3,79;18,95;0
"Vytinta KARALIAUS MINDAUGO deðra, a. r., 200 g";"Mësa, þuvis ir kulinarija";"Mësos ir paukðtienos gaminiai";"Vytintos deðros";200;g;3,29;16,45;0
"Vytinta MÛSØ DVARO deðra, a.r., 200 g";"Mësa, þuvis ir kulinarija";"Mësos ir paukðtienos gaminiai";"Vytintos deðros";200;g;3,39;16,95;0
"Vytinta ispaniðka deðra FUETEC, I r., 170 g";"Mësa, þuvis ir kulinarija";"Mësos ir paukðtienos gaminiai";"Vytintos deðros";170;g;1,39;8,18;2,79
"Vytinta SAMSONO KLEBONIÐKA deðra, a. r., 270 g";"Mësa, þuvis ir kulinarija";"Mësos ir paukðtienos gaminiai";"Vytintos deðros";270;g;5,49;20,33;0
"Virtos kepamosios deðrelës su dþiovintais pomidorais, 270 g";"Mësa, þuvis ir kulinarija";"Mësos ir paukðtienos gaminiai";"Deðrelës griliui";270;g;2,29;8,48;0
"Vytinta SAMSONO KLEBONIÐKA jautienos deðra, a. r., 200 g";"Mësa, þuvis ir kulinarija";"Mësos ir paukðtienos gaminiai";"Vytintos deðros";200;g;5,15;25,75;0
"Vytinta SAMSONO MOÈIUTËS deðra, a. r., 200 g";"Mësa, þuvis ir kulinarija";"Mësos ir paukðtienos gaminiai";"Vytintos deðros";200;g;3,99;19,95;0
"Vytintos SALCHICHON ir CHORIZO deðros AROSO, 80 g";"Mësa, þuvis ir kulinarija";"Mësos ir paukðtienos gaminiai";"Vytintos deðros";80;g;1,49;18,63;0
"Ðvieþias kalakutø krûtinëliø farðas, 500 g";"Mësa, þuvis ir kulinarija";"Ðvieþia paukðtiena";"Malta paukðtiena";500;g;0;0;0
"Ðvieþias kalakutienos farðas, 500 g";"Mësa, þuvis ir kulinarija";"Ðvieþia paukðtiena";"Malta paukðtiena";500;g;1,99;3,98;2,49
"Kepamosios Bratwurst deðrelës, 330 g";"Mësa, þuvis ir kulinarija";"Mësos ir paukðtienos gaminiai";"Deðrelës griliui";330;g;2,99;9,06;0
"Karðtai rûkytos kepamosios MEDÞIOTOJØ deðrelës, 270 g";"Mësa, þuvis ir kulinarija";"Mësos ir paukðtienos gaminiai";"Deðrelës griliui";270;g;2,29;8,48;0
"Virtos kepamosios klasikinës deðrelës, 270 g";"Mësa, þuvis ir kulinarija";"Mësos ir paukðtienos gaminiai";"Deðrelës griliui";270;g;2,29;8,48;0
"Ðvieþios smulkintos viðèiukø ðlauneliø mësos pusgaminis, 450 g";"Mësa, þuvis ir kulinarija";"Ðvieþia paukðtiena";"Malta paukðtiena";450;g;2,29;5,09;0
"Antienos filë ÞOLELIØ didkepsnis, 350 g";"Mësa, þuvis ir kulinarija";"Ðvieþia paukðtiena";"Kita paukðtiena";350;g;6,49;18,54;0
"Ðvieþios LAPINO PUOTOS anèiukø kulðelës (vakuumuotos), 1 kg";"Mësa, þuvis ir kulinarija";"Ðvieþia paukðtiena";"Kita paukðtiena";1;kg;6,96;6,96;0
"Atðaldytas viðtienos filë farðas, 450 g";"Mësa, þuvis ir kulinarija";"Ðvieþia paukðtiena";"Malta paukðtiena";450;g;2,59;5,76;0
"Smulkintos viðèiukø filë pusgaminis, 450 g";"Mësa, þuvis ir kulinarija";"Ðvieþia paukðtiena";"Malta paukðtiena";450;g;2,49;5,53;0
"Kalakutø krûtinëliø farðas ÐEIMOS MENIU, 400 g";"Mësa, þuvis ir kulinarija";"Ðvieþia paukðtiena";"Malta paukðtiena";400;g;2,29;5,73;0
"Kalakutienos farðas ARVI, 500 g";"Mësa, þuvis ir kulinarija";"Ðvieþia paukðtiena";"Malta paukðtiena";500;g;2,29;4,58;0
"Atðaldytas viðtienos farðas, 450 g";"Mësa, þuvis ir kulinarija";"Ðvieþia paukðtiena";"Malta paukðtiena";450;g;1,99;4,42;0
"Ðvieþia LAPINO PUOTOS anèiukø filë (vakuumuota), 1 kg";"Mësa, þuvis ir kulinarija";"Ðvieþia paukðtiena";"Kita paukðtiena";1;kg;14,97;14,97;0
"Ðvieþia LAPINO PUOTOS anèiø kulðeliø mësa (troðkinti, kepti), 340 g";"Mësa, þuvis ir kulinarija";"Ðvieþia paukðtiena";"Kita paukðtiena";340;g;3,69;10,85;0
"Ðvieþi kalakutø krûtinëliø pjausniai ÐEIMOS MENIU, 400 g";"Mësa, þuvis ir kulinarija";"Ðvieþia paukðtiena";Kalakutiena;400;g;2,99;7,48;0
"Ðvieþios MANO viðèiukø nugarëlës, 1 kg";"Mësa, þuvis ir kulinarija";"Ðvieþia paukðtiena";Viðtiena;1;kg;0,85;0,85;0
"Ðvieþios viðèiukø broileriø blauzdelës, 550 g";"Mësa, þuvis ir kulinarija";"Ðvieþia paukðtiena";Viðtiena;550;g;1,25;2,27;0
"Ðvieþios kalakutø ðlaunelës su oda ir kaulais, 1 kg";"Mësa, þuvis ir kulinarija";"Ðvieþia paukðtiena";Kalakutiena;1;kg;3,99;3,99;0
"Ðvieþios viðèiukø broileriø blauzdelës be sànario, 550 g";"Mësa, þuvis ir kulinarija";"Ðvieþia paukðtiena";Viðtiena;550;g;1,49;2,71;0
"Ðvieþias MANO viðèiukas, 1 kg";"Mësa, þuvis ir kulinarija";"Ðvieþia paukðtiena";Viðtiena;1;kg;1,69;1,69;0
"Ðvieþia MANO viðèiukø broileriø filë su vidine filë, 1 kg";"Mësa, þuvis ir kulinarija";"Ðvieþia paukðtiena";Viðtiena;1;kg;0;0;0
"Ðvieþi MANO viðèiukø broileriø skrandukai, 400 g";"Mësa, þuvis ir kulinarija";"Ðvieþia paukðtiena";Viðtiena;400;g;0,79;1,98;0
"Ðvieþia viðèiukø broileriø vidinë filë, 450 g";"Mësa, þuvis ir kulinarija";"Ðvieþia paukðtiena";Viðtiena;450;g;2,58;5,73;0
"Ðvieþi MANO viðèiukø broileriø sparneliai, 1 kg";"Mësa, þuvis ir kulinarija";"Ðvieþia paukðtiena";Viðtiena;1;kg;1,98;1,98;0
"Ðvieþia broileriø, uþaugintø be antibiotikø, filë kepsniams, 400 g";"Mësa, þuvis ir kulinarija";"Ðvieþia paukðtiena";Viðtiena;400;g;2,49;6,23;3,19
"Ðvieþi broileriø, uþaugintø be antibiotikø, filë gabaliukai, 500 g";"Mësa, þuvis ir kulinarija";"Ðvieþia paukðtiena";Viðtiena;500;g;3,69;7,38;0
"Ðvieþios MANO viðèiukø broileriø ðirdelës, 400 g";"Mësa, þuvis ir kulinarija";"Ðvieþia paukðtiena";Viðtiena;400;g;0,89;2,23;0
"Ðvieþi broileriø, uþaugintø be antibiotikø, filë kepsneliai, 400 g";"Mësa, þuvis ir kulinarija";"Ðvieþia paukðtiena";Viðtiena;400;g;3,19;7,98;0
"Atðaldyti kukurûziniai viðèiukai P'TIT DUC ant padëklo, 1 kg";"Mësa, þuvis ir kulinarija";"Ðvieþia paukðtiena";Viðtiena;1;kg;8,35;8,35;0
"Ðvieþia viðèiukø broileriø, uþaugintø be antibiotikø, filë, 500 g";"Mësa, þuvis ir kulinarija";"Ðvieþia paukðtiena";Viðtiena;500;g;3,59;7,18;0
"Broileriø, uþaugintø be antibiotikø, ketvirèiai, ðvieþi, 1 kg";"Mësa, þuvis ir kulinarija";"Ðvieþia paukðtiena";Viðtiena;1;kg;3,09;3,09;0
"Ðvieþios broileriø, uþaugintø be antibiotikø, ðlaunelës, 500 g";"Mësa, þuvis ir kulinarija";"Ðvieþia paukðtiena";Viðtiena;500;g;1,99;3,98;0
"Ðvieþ. broileriø, uþaugintø be antibiotikø, ðlauneliø mësa, 500 g";"Mësa, þuvis ir kulinarija";"Ðvieþia paukðtiena";Viðtiena;500;g;3,29;6,58;0
"Ðvieþios viðèiukø broileriø ðlaunelës, 500 g";"Mësa, þuvis ir kulinarija";"Ðvieþia paukðtiena";Viðtiena;500;g;1,29;2,58;0
"Ðvieþia broileriø, uþaugintø be antibiotikø, vidinë filë, 400 g";"Mësa, þuvis ir kulinarija";"Ðvieþia paukðtiena";Viðtiena;400;g;3,19;7,98;0
"Viðèiukø broileriø ketvirèiai, ðvieþi, 1 kg";"Mësa, þuvis ir kulinarija";"Ðvieþia paukðtiena";Viðtiena;1;kg;2,19;2,19;0
"Ðvieþios broileriø, uþaugintø be antibiotikø, blauzdelës, 500 g";"Mësa, þuvis ir kulinarija";"Ðvieþia paukðtiena";Viðtiena;500;g;1,89;3,78;0
"Ðvþ. broileriø, uþaugintø be antibiotikø, blauzdelës be sàn., 500 g";"Mësa, þuvis ir kulinarija";"Ðvieþia paukðtiena";Viðtiena;500;g;1,75;3,5;2,19
"Ðvieþia viðèiukø broileriø ðlauneliø mësa, be odos, be kaulø, 500 g";"Mësa, þuvis ir kulinarija";"Ðvieþia paukðtiena";Viðtiena;500;g;1,99;3,98;0
"Ðvieþ. broileriø, uþaugintø be antibiotikø, sparn.vid.dalys, 500 g";"Mësa, þuvis ir kulinarija";"Ðvieþia paukðtiena";Viðtiena;500;g;1,99;3,98;0
"Kibinas su kiaulienos ádaru, 115 g";"Mësa, þuvis ir kulinarija";Kulinarija;Uþkandþiai;115;g;0,55;4,78;0,65
"Ðvieþios viðèiukø broileriø kepenëlës MANO, 400 g";"Mësa, þuvis ir kulinarija";"Ðvieþia paukðtiena";Viðtiena;400;g;0,65;1,63;0
"Broileriø, uþaugintø be antibiotikø, dviejø daliø sparneliai, 500 g";"Mësa, þuvis ir kulinarija";"Ðvieþia paukðtiena";Viðtiena;500;g;1,99;3,98;0
"Ðvieþias viðèiukas broileris, uþaugintas be antibiotikø, 1 kg";"Mësa, þuvis ir kulinarija";"Ðvieþia paukðtiena";Viðtiena;1;kg;3,69;3,69;0
"Keturiø sûriø pica PAPA LUIGI, 400 g";"Mësa, þuvis ir kulinarija";Kulinarija;Uþkandþiai;400;g;2,27;5,68;0
"KAPRIZINGOJI pica PAPA LUIGI, 400 g";"Mësa, þuvis ir kulinarija";Kulinarija;Uþkandþiai;400;g;2,09;5,23;0
"Italiðka apkepëlë MANTINGA su kumpiu ir mar.agurk.(atitirp.), 125 g";"Mësa, þuvis ir kulinarija";Kulinarija;Uþkandþiai;125;g;0,75;6;0
"Sumuðtinis GIGA su jautienos kebabo mësa ir sûriu, 255 g";"Mësa, þuvis ir kulinarija";Kulinarija;Uþkandþiai;255;g;0;0;0
"Lavaðas su rûkytomis laðiðomis ir salotomis, 210 g";"Mësa, þuvis ir kulinarija";Kulinarija;Uþkandþiai;210;g;2,09;9,95;0
"Pica NAPOLI su kebabu ir ðonine, 345 g";"Mësa, þuvis ir kulinarija";Kulinarija;Uþkandþiai;345;g;1,99;5,77;0
"Lavaðas su kepta viðtiena ir salotomis, 210 g";"Mësa, þuvis ir kulinarija";Kulinarija;Uþkandþiai;210;g;2,09;9,95;0
"Pica NAPOLI su saliamiu ir kumpiu, 320 g";"Mësa, þuvis ir kulinarija";Kulinarija;Uþkandþiai;320;g;1,99;6,22;0
"Pica NAPOLI BBQ su viðtiena ir ðpinatais, 355 g";"Mësa, þuvis ir kulinarija";Kulinarija;Uþkandþiai;355;g;2,19;6,17;0
"Balta kepinta duona su èesnakais, 1 kg";"Mësa, þuvis ir kulinarija";Kulinarija;Uþkandþiai;1;kg;4,29;4,29;0
"Èeburekas MANTINGA su kiaulienos ádaru (atitirpintas), 130 g";"Mësa, þuvis ir kulinarija";Kulinarija;Uþkandþiai;130;g;0,95;7,31;0
"Kepti kreveèiø traðkuèiai, 50 g";"Mësa, þuvis ir kulinarija";Kulinarija;Uþkandþiai;50;g;0,85;17;0
"Sumuðtinis SOFT BREAD su laðiðomis ir kiauðiniais, 165 g";"Mësa, þuvis ir kulinarija";Kulinarija;Uþkandþiai;165;g;1,99;12,06;0
"Kibinas su grybø ádaru, 105 g";"Mësa, þuvis ir kulinarija";Kulinarija;Uþkandþiai;105;g;0,55;5,24;0,65
"Poliarinis sumuðtinis su k. r. viðtiena ir roman. salotomis, 155 g";"Mësa, þuvis ir kulinarija";Kulinarija;Uþkandþiai;155;g;1,99;12,84;0
"Sumuðtinis SOFT BREAD su kumpiu ir marinuotais agurkais, 185 g";"Mësa, þuvis ir kulinarija";Kulinarija;Uþkandþiai;185;g;1,99;10,76;0
"Sumuðtinis SOFT BREAD su viðt. kebabu ir vyðn. pomidorais, 170 g";"Mësa, þuvis ir kulinarija";Kulinarija;Uþkandþiai;170;g;1,99;11,71;0
"Prancûziðkas uþkandis su viðtiena ir sûriu, 120 g";"Mësa, þuvis ir kulinarija";Kulinarija;Uþkandþiai;120;g;0,53;4,42;0,69
"Sûris kamamberas kepti COBURGER su spanguoliø padaþu, 350 g";"Mësa, þuvis ir kulinarija";Kulinarija;Uþkandþiai;350;g;0;0;0
"Èeburekas su viðtiena ir sûriu, 130 g";"Mësa, þuvis ir kulinarija";Kulinarija;Uþkandþiai;130;g;0,95;7,31;0
"Graikiðkos salotos, 290 g";"Mësa, þuvis ir kulinarija";Kulinarija;"Salotos ir miðrainës";290;g;2,99;10,31;0
"Pica su kumpiu XXL (SUSUKTA), 250 g";"Mësa, þuvis ir kulinarija";Kulinarija;Uþkandþiai;250;g;1,55;6,2;0
"Darþoviø suktinukai SPRING ROLLS su ávairiais padaþais, 250 g";"Mësa, þuvis ir kulinarija";Kulinarija;Uþkandþiai;250;g;1,75;7;0
"Gaiviosios ryþiø salotos su laðiða ir mangais, 300 g";"Mësa, þuvis ir kulinarija";Kulinarija;"Salotos ir miðrainës";300;g;2,99;9,97;0
"Sumuðtinis GRAND su viðtienos kebabu ir aðtriu padaþu, 255 g";"Mësa, þuvis ir kulinarija";Kulinarija;Uþkandþiai;255;g;1,99;7,8;0
"Italiðka apkepëlë MANTINGA TRYS SÛRIAI (atitirpinta), 125 g";"Mësa, þuvis ir kulinarija";Kulinarija;Uþkandþiai;125;g;0,75;6;0
"Ryþiø ir krabø lazdeliø skonio salotos, 300 g";"Mësa, þuvis ir kulinarija";Kulinarija;"Salotos ir miðrainës";300;g;1,35;4,5;0
"Sumuðtinis GRAND su jautienos kebabu ir pikantiðku padaþu, 265 g";"Mësa, þuvis ir kulinarija";Kulinarija;Uþkandþiai;265;g;1,99;7,51;0
"Marin.alyvuogës su saulëje dþ. pomidorais ir èesn.(be kaul.), 1 kg";"Mësa, þuvis ir kulinarija";Kulinarija;Uþkandþiai;1;kg;8,99;8,99;0
"Salotos su rûkyta viðèiukø broileriø filë, 1 kg";"Mësa, þuvis ir kulinarija";Kulinarija;"Salotos ir miðrainës";1;kg;5,19;5,19;5,99
"Naminës salotos, 300 g";"Mësa, þuvis ir kulinarija";Kulinarija;"Salotos ir miðrainës";300;g;1,35;4,5;0
"Lietuviðka miðrainë, 300 g";"Mësa, þuvis ir kulinarija";Kulinarija;"Salotos ir miðrainës";300;g;1,35;4,5;0
"Pikantiðkos salotos, 1 kg";"Mësa, þuvis ir kulinarija";Kulinarija;"Salotos ir miðrainës";1;kg;4,99;4,99;0
"Darþoviø salotos su tunais ir stinteniø ikrais, 1 kg";"Mësa, þuvis ir kulinarija";Kulinarija;"Salotos ir miðrainës";1;kg;5,99;5,99;0
"Burokëliø salotos su majonezu, 250 g";"Mësa, þuvis ir kulinarija";Kulinarija;"Salotos ir miðrainës";250;g;0,95;3,8;0
"Pikantiðkos salotos, 250 g";"Mësa, þuvis ir kulinarija";Kulinarija;"Salotos ir miðrainës";250;g;1,59;6,36;0
"Burokëliø miðrainë su aliejumi, 1 kg";"Mësa, þuvis ir kulinarija";Kulinarija;"Salotos ir miðrainës";1;kg;2,29;2,29;0
"Lietuviðka miðrainë, 1 kg";"Mësa, þuvis ir kulinarija";Kulinarija;"Salotos ir miðrainës";1;kg;3,69;3,69;0
"Morkø salotos su èesnakais, 250 g";"Mësa, þuvis ir kulinarija";Kulinarija;"Salotos ir miðrainës";250;g;0,95;3,8;0
"Naminës salotos, 1 kg";"Mësa, þuvis ir kulinarija";Kulinarija;"Salotos ir miðrainës";1;kg;3,59;3,59;0
"Brokoliø ir þiediniø kopûstø salotos, 1 kg";"Mësa, þuvis ir kulinarija";Kulinarija;"Salotos ir miðrainës";1;kg;6,99;6,99;0
"Silkiø miðrainë su darþovëmis ir kepintomis saulëgràþomis, 1 kg";"Mësa, þuvis ir kulinarija";Kulinarija;"Salotos ir miðrainës";1;kg;5,49;5,49;0
"CEZARIO salotos su kepta viðtiena, 310 g";"Mësa, þuvis ir kulinarija";Kulinarija;"Salotos ir miðrainës";310;g;2,99;9,65;0
